brand,model,first_registration,kilometers,engine,transmission

Audi,A6 Avant 2.0 TDI ultra S tronic MAT...,2016,132000,diesel,avtomatski

Audi,A6 Avant 3.0 TDI quattro S-tronic,2013,245000,diesel,avtomatski

Audi,Q5 quattro 3.0 TDI Business Sport S...,2014,131087,diesel,avtomatski

Audi,A6 3.0 TDI 3xS-Line ALU 20+PANORAMA...,2015,140000,diesel,avtomatski

Audi,A4 Avant 2.0 TDI  NAVI LED,2016,173400,diesel,ročni

Audi,A3 Sportback 1.5 TFSI CoD Sport,2017,34000,bencinski,ročni

Audi,A3 Sportback 2.0 TDI DPF ACC.ALU.PD...,2009,296000,diesel,ročni

Audi,A3 Sportback 1.6 TDI clean diesel A...,2016,159700,diesel,ročni

Audi,A4 Avant 2.0 TDI DPF,2011,230000,diesel,ročni

Audi,A4 Avant 2.0 TDI S Line BIXEN-LED-U...,2013,186117,diesel,ročni

Audi,A4 2.0 TDI-130KW-AVT-BIXENON-NAVI-P...,2015,120000,diesel,avtomatski

Audi,A4 2.0 TDI-TRAJNIK DO 72 OBROKOV BR...,2012,240000,diesel,ročni

Audi,A5 Sportback 2.0 TDI Sport S tronic...,2017,28100,diesel,avtomatski

Audi,A4 Avant 2.0 TDI..KREDIT..LEASING..,2016,216565,diesel,avtomatski

Audi,A4 Avant quattro 1.8 T,1997,193600,bencinski,ročni

Audi,A4 Avant 2.0 TDI,2006,290000,diesel,ročni

Audi,A4 2.0 TDI,2006,,diesel,ročni

Audi,A4 Avant 2.0 TDI Business Sport Mul...,2014,188000,diesel,avtomatski

Audi,A6 Avant 2.0 TDI ultra S tronic,2016,158000,diesel,avtomatski

Audi,A3 Sportback 2.0 TDI Ambition Xenon...,2013,141440,diesel,ročni

Audi,A4 Avant 1.9 TDI ODLIÈEN,2002,299000,diesel,ročni

Audi,A4 Allroad quattro 3.0 TDI-Panorama...,2016,179371,diesel,avtomatski

Audi,Q7 quattro 3.0 V6 TDI DPF Tiptronic,2007,273000,diesel,avtomatski

Audi,A4 Avant 2.0 TDI Sport+xenon+led+pd...,2016,160000,diesel,ročni

Audi,A4 2. 0,2008,223585,diesel,ročni

Audi,A4 Avant 2.0 TDI AUT-BI-XENON-LED-N...,2012,229000,diesel,avtomatski

Audi,A4 Avant 2.0 TDI Quattro. Panorama,2012,256792,diesel,ročni

Audi,A2 1.4 TDI,2002,212000,diesel,ročni

Audi,A4 Avant 1.9 TDI KLIMA°ALU.PAK,2003,300000,diesel,ročni

Audi,A6 Avant3.0 TDI S tronic LED BI-XEN...,2015,190000,diesel,avtomatski

Audi,A4 Avant 1.9 TDI,2002,,diesel,ročni

Audi,A4 Avant 2.0 TDI  ,2008,268000,diesel,ročni

Audi,A3 Quattro 2.0 TDI S-LiNe Le 132.00...,2011,132000,diesel,ročni

Audi,A6 Avant 3.0 TDI quattro Business S...,2012,142350,diesel,avtomatski

Audi,Q7 quattro 3.0 V6 TDI MTM,2007,200200,diesel,avtomatski

Audi,A4 2.0 TDI+ Kseon arometi ,2012,133000,diesel,ročni

Audi,A4 Avant quattro 2.0 TDI S-line S t...,2016,149875,diesel,avtomatski

Audi,Q7 quattro 3.0 TDI Tiptronic,2015,40178,diesel,avtomatski

Audi,TT Coupe  3.2 V6 quattro S-Tronic,2007,202000,bencinski,avtomatski

Audi,A6 Avant 2.7 V6 TDI,2005,320000,diesel,ročni

Audi,A3 Sportback quattro 2.0 TDI S-LINE...,2010,92000,diesel,ročni

Audi,A6 2.0 TDI-BI-XENON-SERVISNA-KNJ-SL...,2008,257000,diesel,ročni

Audi,A4 Avant 2.0 TDI,2006,332000,diesel,ročni

Audi,A4 Avant 2.0 TDI ,2016,190000,diesel,ročni

Audi,Q2 30 TFSI S tronic DSG ,2019,13396,bencinski,avtomatski

Audi,A4 Avant 1.9 TDI,2006,227000,diesel,ročni

Audi,A5 Coupe  2.0 TDI   NAVI - BI XENON...,2012,77000,diesel,ročni

Audi,A4 2.0 TDI DPF,2009,180000,diesel,ročni

Audi,A6 Avant 2.0 TDI ultra  S LINE   HE...,2015,182000,diesel,avtomatski

Audi,A4 Avant 2.0 TDI S-LINE MATRIXNAV...,2016,110000,diesel,avtomatski

Audi,A4 Avant 2.0 TDI-NAVIGACIJA-USNJE-S...,2012,179000,diesel,avtomatski

Audi,A4 Avant 2.0 S-line Panorama,2008,271000,diesel,ročni

Audi,A6 2.0 TDI S-tronic 190PS Sport XEN...,2014,155000,diesel,avtomatski

Audi,A3 Sportback 2.0 TDI DPF Ambiente,2010,178340,diesel,ročni

Audi,A6 Avant quattro 3.0 V6 TDI Tiptron...,2007,249876,diesel,avtomatski

Audi,A6 Avant 3.0 TDI clean diesel quatt...,2016,72500,diesel,avtomatski

Audi,A3 Sportback 1.6 TDI Ambiente + PDC...,2013,138400,diesel,ročni

Audi,A5 Sportback 2.0 TDI + XENON + LED ...,2012,138000,diesel,ročni

Audi,A6 Avant 3.0 TDI quattro S-tronic 3...,2012,271234,diesel,avtomatski

Audi,A4 2.0 TDI-BIXENON-NAVI-BANG OLUFSE...,2013,245000,diesel,avtomatski

Audi,A4 1.9 TDI - HITRI KREDIT BREZ POLO...,2006,174000,diesel,ročni

Audi,A4 Avant 2.0 TDI DPF-navi-pdc-alu-m...,2011,236000,diesel,ročni

Audi,A6 Avant 2.0 TDI XENON + NAVI + 1 L...,2013,149736,diesel,ročni

Audi,A4 Avant 2.0 TDI DPF Multitronic,2008,325500,diesel,avtomatski

Audi,A4 2.0 TDI DPF NAVIGACIJA XENON Kli...,2013,192240,diesel,ročni

Audi,Q7 quattro 3.0 V6 TDI DPF Tiptronic,2006,261400,diesel,avtomatski

Audi,A5 2.0 TDI Sport°SERV.KNJ°NA OBROKE...,2012,189659,diesel,avtomatski

Audi,A4 Avant quattro 1.9 TDI 4X4 SONÈNA...,2002,299776,diesel,ročni

Audi,A6 quattro 3.0 V6 TDI DPF Tiptronic,2006,245000,diesel,avtomatski

Audi,A4 2.0 TDI-IBEDAH-GRETJE SEDEEV-S...,2005,276000,diesel,ročni

Audi,A6 2.0 TDI,2005,327000,diesel,ročni

Audi,A6 Avant 2.0 TDI S tronic 2x S LINE...,2017,127200,diesel,avtomatski

Audi,A4 Avant 2.0 TDI clean diesel Multi...,2015,121000,diesel,avtomatski

Audi,A4 1.6,1999,235331,bencinski,ročni

Audi,A6 Avant 2.0 TDI BIXENON-2XPDC-TEMP...,2007,286629,diesel,ročni

Audi,A4 Avant 2.0 TDI,2006,282945,diesel,ročni

Audi,A6 Allroad Allroad quattro 2.5 TDI,2003,320000,diesel,ročni

Audi,A4 Avant quattro 2.0 TDI-S-line-xen...,2010,216000,diesel,ročni

Audi,Q7 quattro 3.0 TDI S-LINE Tiptronic...,2009,249000,diesel,avtomatski

Audi,A4 Avant 2.0 TDI DPF,2008,427489,diesel,ročni

Audi,Q3 quattro 4x4 2.0 TDI-Xenon-Navi-V...,2016,78950,diesel,ročni

Audi,A4 Avant 2.0 TDI Business-NAVI-2XPD...,2013,189993,diesel,avtomatski

Audi,A6 Avant 3.0 TDI quattro-Matrix-3xS...,2017,134587,diesel,avtomatski

Audi,A4 Avant 1.9 TDI,2008,208000,diesel,ročni

Audi,A4 1.9 TDI,2003,322000,diesel,ročni

Audi,A3 Sportback 1.9 TDI Attraction,2006,280000,diesel,ročni

Audi,A4 Avant 1.9 TDI,2004,360000,diesel,ročni

Audi,A3 1.9 TDI Ambition,2007,236000,diesel,ročni

Audi,A4 Avant 2.0 TDIe Sport XENON-LED-A...,2013,163000,diesel,ročni

Audi,A3 1.9.TDI Ambition.ATRAKTIVEN.LE 2...,2005,212000,diesel,ročni

Audi,A4 Avant 2.0 TDI Business Sport,2012,201000,diesel,ročni

Audi,A4 2.0 TDI KOT NOV,2011,200000,diesel,ročni

Audi,A6 2.0 TDI 3xS-Line S tronic 20 COL...,2016,145000,diesel,avtomatski

Audi,A3 Sportback 1.6 TDI clean diesel A...,2016,142834,diesel,ročni

Audi,A4 Avant,2011,175000,diesel,ročni

Audi,A6 Avant 2.0 TDI Business,2012,268920,diesel,ročni

Audi,A5 Sportback 2.0 TDI clean diesel B...,2014,131000,diesel,ročni

Audi,A4 Avant 2.0 TDI DPF Business Vrede...,2010,251000,diesel,ročni

Audi,A6 Avant 2.5 TDI KLIMA 103kw AEL EU...,1996,320000,diesel,ročni

Audi,A4 Avant 2.0 TDI  BI KSENON PANORAM...,2017,120210,diesel,avtomatski

Audi,A3 Limuzina 2.0 TDI clean  Ambition...,2014,173387,diesel,ročni

Audi,A4 Avant 2.5 V6 TDI AVTO KLIMA S-LI...,1999,248000,diesel,ročni

Audi,A6 2.0 TDI DPF SAMO 169000km,2008,169000,diesel,ročni

Audi,A5 Coupe  quattro 3.0 TDI S5-LOOK-A...,2008,140332,diesel,ročni

Audi,A3 Limuzina S line,2014,144000,diesel,ročni

Audi,A6 quattro 3.0 V6 TDI Tiptronic,2005,326000,diesel,avtomatski

Audi,A3 Sportback 1.6 TDI DPF Ambition,2012,199000,diesel,ročni

Audi,A4 1.6,1996,260200,bencinski,ročni

Audi,A6 Avant 2.0 TDI ultra-S tronic-nav...,2016,110688,diesel,avtomatski

Audi,A6 Avant 2.0 TDI ultra S tronic MAT...,2015,182844,diesel,avtomatski

Audi,A4 Avant quattro 3.2 FSI Tiptronic,2009,208000,bencinski,avtomatski

Audi,Q3 2.0 TDI-Bi-Xenon-pdc-alu17,2015,156466,diesel,ročni

Audi,A4 Avant 2.0 TDI S tronic VIRTUAL ...,2016,151984,diesel,avtomatski

Audi,A4 2.0 TDI  Basis ,2016,,diesel,ročni

Audi,A3 Limuzina 2.0 TDI  Ambition Xenon...,2015,145354,diesel,ročni

Audi,A4 Avant 1.9 TDI S-line  BOSSE na o...,2004,404593,diesel,ročni

Audi,A6 Avant quattro 2.5 V6 TDI Tiptron...,2000,460000,diesel,avtomatski

Audi,A6 Avant quattro 3.0 V6 TDI Tiptron...,2007,345000,diesel,avtomatski

Audi,A4 quattro 2.5 V6 TDI Tiptronic,2004,441842,diesel,avtomatski

Audi,A6 1.8,1997,350000,bencinski,ročni

Audi,A3 Sportback 1.6 TDI Sport Le 55.00...,2017,55000,diesel,ročni

Audi,A6 2.7 V6 TDI DPF Multitronic,2009,260000,diesel,avtomatski

Audi,A6 2.7 TDI-TRAJNIK DO 72 OBROKOV BR...,2006,290000,diesel,avtomatski

Audi,A4 Avant 2.0 TDI DPF Business,2010,248000,diesel,ročni

Audi,A4 Avant 2.0 TDI Aut.-XENON-PDC-SPO...,2007,304800,diesel,avtomatski

Audi,A8 quattro 3.0 TDI Tiptronic,2008,310000,diesel,avtomatski

Audi,A4 Avant 2.0 TDI-SLINE-BREZ POLOGA,2005,319000,diesel,ročni

Audi,A5 Sportback quattro 2.0 TDI S-line...,2016,109000,diesel,avtomatski

Audi,A3 Sportback.Navi...,2014,186000,diesel,ročni

Audi,A4 Avant 2.0TDI Ultra-Sport-Xenon-N...,2016,153547,diesel,ročni

Audi,A3 Sportback 1.4 TFSI Ambiente 1 LE...,2013,145000,bencinski,ročni

Audi,A4 quattro 1.8 T,2002,233000,bencinski,ročni

Audi,Q5 quattro 2.0 TDI Sport S tronic,2018,55150,diesel,avtomatski

Audi,A6 Avant 3.0 TDI quattro S LINE+MAT...,2015,148000,diesel,avtomatski

Audi,Q2 30 TDI Sport S tronic DSG,2019,15500,diesel,avtomatski

Audi,A3 Sportback quattro 2.0 TDI 3x SLI...,2012,159000,diesel,ročni

Audi,A6 3.0 TDI COMPETITION 3xSline QUAT...,2015,105000,diesel,avtomatski

Audi,A6 2.0 TDI Multitronic,2013,80300,diesel,avtomatski

Audi,A4 Avant 2.0 TDI DPF,2012,231536,diesel,ročni

Audi,A4 1.9 TDI,2002,279543,diesel,ročni

Audi,A6 Avant 2.0 TDI ultra quattro Busi...,2016,150000,diesel,avtomatski

Audi,A4 Sport+S LINE+LED+VIRTUAL+B O+ASI...,2016,135650,diesel,avtomatski

Audi,A6 Allroad Allroad 3.0 TDI quattro ...,2016,158000,diesel,avtomatski

Audi,A4 Avant 2.0 TDI Sport S tronic. 3x...,2016,175000,diesel,avtomatski

Audi,A3 Sportback 1.6 TDI ultra Attracti...,2015,135000,diesel,ročni

Audi,A4 Avant 2.0 TDI Business-navi-pdc-...,2014,166200,diesel,ročni

Audi,Q3 quattro 2.0 TDI Design-LED-Xenon...,2015,146202,diesel,ročni

Audi,A4 Avant 2.0 TDI DPF Business,2011,316000,diesel,ročni

Audi,A6 Avant 2.0 TDI Multitronic,2012,219650,diesel,avtomatski

Audi,A5 3.0TDI S-Line Milltek,2007,200000,diesel,ročni

Audi,A6 Avant 2.0 TDI ultra S-tronic,2014,114500,diesel,avtomatski

Audi,A4 Avant 2.0 TDI,2013,217194,diesel,ročni

Audi,A4 Avant 1.9 TDI  S-LINE,2003,293000,diesel,ročni

Audi,Q5 quattro 2.0 TDI clean diesel Bus...,2015,117100,diesel,avtomatski

Audi,A4 Avant 2.0 TDI Business,2012,220000,diesel,ročni

Audi,Q5 quattro 2.0 TDI clean diesel Bus...,2015,67390,diesel,avtomatski

Audi,A6 2.0 TDI ultra S-tronic S-LINE+20...,2016,127150,diesel,avtomatski

Audi,Q7 quattro 3.0 TDI Tiptronic S-LINE...,2017,74512,diesel,avtomatski

Audi,A3 1.9 TDI ,2008,315437,diesel,ročni

Audi,A3 Sportback quattro 2.0 TDI S-LINE...,2014,179499,diesel,avtomatski

Audi,A4 Avant 2.0 TDI Ambiente-Xenon.LED...,2013,198000,diesel,ročni

Audi,A3 1.9 TDI Attraction,2005,220000,diesel,ročni

Audi,A5 .Coupe  quattro 3.0 TDI - SLO - ...,2008,160000,diesel,ročni

Audi,Q7 .quattro 3.0 V6 TDI - SLO - MAX....,2009,170000,diesel,avtomatski

Audi,A4 Avant Cool 2.5 V6 TDI quattro,1998,162300,diesel,avtomatski

Audi,A5 Sportback 2.0 TDI Business Sport,2013,87200,diesel,ročni

Audi,A4 Avant 2.0 TDI DPF Business,2011,216000,diesel,ročni

Audi,RS3 Sportback 2.5 TFSI S tronic F1....,2018,48000,bencinski,avtomatski

Audi,A4 Avant 2.0 TDI DPF.NEMSKO POREKLO,2010,184255,diesel,ročni

Audi,A6 3.0 TDI+S-line+S-tronic+PANORAMA...,2015,133000,diesel,avtomatski

Audi,A6 Avant 2.0 TDI ultra S tronic ALC...,2015,133000,diesel,avtomatski

Audi,TT Coupe  2.0 TDI quattro,2012,162000,diesel,ročni

Audi,A6 Avant 3.0 TDI quattro S tronic S...,2015,172000,diesel,avtomatski

Audi,A4 Avant 2.0 TDI WEBASTO MATRIX USN...,2016,129900,diesel,ročni

Audi,A6 Avant 3.0 TDI Business Multitron...,2014,131339,diesel,avtomatski

Audi,A4 Avant 2.0 TDI Business,2012,223000,diesel,ročni

Audi,A4 2.0 TDI DPF Business Edition,2011,78000,diesel,ročni

Audi,A7 Sportback 3.0 TDI-S-LINE-ODLIÈEN...,2015,131000,diesel,avtomatski

Audi,A4 2xS-LINE.Navi.Pdc.Atraktiven..,2012,211000,diesel,ročni

Audi,A6 3.0 TDI clean diesel quattro Bus...,2015,86000,diesel,avtomatski

Audi,A4 Avant 2.0 TDI ultra Design S tro...,2016,178000,diesel,avtomatski

Audi,A4 Avant 2.0 TDI ,2013,202000,diesel,ročni

Audi,A4 Avant Quattro 2.0 TDI Business-N...,2016,184777,diesel,avtomatski

Audi,A3 Sportback 1.6 TDI DPF Ambition,2010,253000,diesel,ročni

Audi,A4 Avant 2.0 TDI DPF S Line paket°T...,2009,308000,diesel,ročni

Audi,A4 Avant quattro 2.0 TDI S-Line S t...,2016,162034,diesel,avtomatski

Audi,A4 2.0 TDI DPF-TEMPOMAT-ODLICEN ,2007,258000,diesel,ročni

Audi,A6 2.0 TDI,2006,,diesel,ročni

Audi,A4 Avant quattro 2.0 TDI S-tronic S...,2014,147000,diesel,avtomatski

Audi,A6 Avant 3.0 TDI Sport S-TRONIC-MAT...,2015,157000,diesel,avtomatski

Audi,A4 Avant 2.0 TDI Business Multitron...,2014,200000,diesel,avtomatski

Audi,A4 Avant 1.9 TDI Multitronic-V PRIP...,2004,155500,diesel,avtomatski

Audi,A5 Coupe  quattro 2.0 TDI DPF Sport,2010,192000,diesel,ročni

Audi,A4 Avant 1.8 TFSI,2009,247000,bencinski,ročni

Audi,100 2.0 KLIMATRONIK  BREZ RJE VELIK...,1992,285550,bencinski,ročni

Audi,A4 2.0 TDI BIXENON ALU NAVI 2015,2015,229180,diesel,avtomatski

Audi,A4 2.0 TDI Business Sport,2014,105000,diesel,ročni

Audi,A6 Avant 2.0 TDI DPF Business Multi...,2010,261098,diesel,avtomatski

Audi,A6 Avant 2.0 TDI DPF Multitronic,2007,,diesel,avtomatski

Audi,A4 Avant quattro 2.0 TDI DPF,2007,253000,diesel,ročni

Audi,A4 Avant 1.9 TDI,2005,308000,diesel,ročni

Audi,A6 quattro 3.0 V6 TDI DPF Tiptronic,2006,345000,diesel,avtomatski

Audi,Q7 quattro 3.0 V6 TDI Tiptronic,2008,302000,diesel,avtomatski

Audi,A3 1.6 TDI,2011,153385,diesel,ročni

Audi,A4 S-line,2014,178000,diesel,ročni

Audi,A6 2.7 V6 TDI DPF Multitronic,2008,256000,diesel,avtomatski

Audi,A5 Cabrio 2.0 TDI Multitronic S-Lin...,2014,121000,diesel,avtomatski

Audi,A4 Avant 1.9 TDI,2003,26000,diesel,ročni

Audi,A6 Avant 2.0 TDI ultra 3X S LINE,2016,131785,diesel,ročni

Audi,A6 Avant 3.0 TDI RS LOOK quattro Ti...,2013,180000,diesel,avtomatski

Audi,A6 Avant 2.0 TDI Sline,2013,240000,diesel,ročni

Audi,A3 Sportback 1.9 TDI Attraction,2007,240000,diesel,ročni

Audi,A4 ,1995,197000,bencinski,ročni

Audi,100 2.5 TDI S4,1994,283000,diesel,ročni

Audi,A6 Avant quattro 3.0 V6 TDI - DPF -...,2005,270000,diesel,avtomatski

Audi,A4 Avant 2.0 TDI DPF Business,2010,325000,diesel,ročni

Audi,A3 Sportback 1.9 TDI Attraction,2005,281911,diesel,ročni

Audi,A6 Avant 2.0 TDI,2005,319500,diesel,ročni

Audi,A3 2.0 TDI-S-LINE-LED-S-TRON-ACC-NA...,2014,191000,diesel,avtomatski

Audi,A6 Avant quattro 3.0 V6 TDI,2006,262000,diesel,ročni

Audi,A4 Avant 2.0 TDI ultra Xenon-led 3D...,2015,163654,diesel,ročni

Audi,Q5 quattro 2.0 TDI DPF+NAVI+ALU+PDC...,2010,191324,diesel,ročni

Audi,A4 2.0 TDI,2007,324000,diesel,ročni

Audi,A5 Cabrio quattro 3.0 TDI clean die...,2015,,diesel,avtomatski

Audi,Q5 quattro 2.0 TDI clean diesel Bus...,2013,26600,diesel,avtomatski

Audi,A4 2.0 TDI Avt. 190hp S-Line-VIRTUA...,2016,119876,diesel,avtomatski

Audi,A6 2.0 Tdi Avt.-BiXENON-NAVI-USNJE-...,2012,180225,diesel,avtomatski

Audi,A4 Avant 1.9 TDI,2001,,diesel,ročni

Audi,A4 1.6 Avt.,1999,196000,bencinski,avtomatski

Audi,A6 Avant 1.9 TDI,2001,476000,diesel,ročni

Audi,A4 1.9 TDI,2003,285000,diesel,ročni

Audi,A6 Avant 2.0 TDI Avt. 2 x S-LINE 19...,2014,178960,diesel,avtomatski

Audi,A6 2.0 TDI-SPORT-NAVI-ODLIÈNO OHRAN...,2011,212000,diesel,avtomatski

Audi,A4 Avant 2.0 TDI DPF,2009,342000,diesel,ročni

Audi,A4 Avant 2.0 TDI,2012,178678,diesel,ročni

Audi,A4 1.9 TDI,2004,324000,diesel,ročni

Audi,A6 2.0 TDI,2012,257630,diesel,ročni

Audi,A4 Avant 2.0 TDI ,2014,203000,diesel,avtomatski

Audi,A6 Avant 2.0 TDI DPF Multitronic,2009,240000,diesel,avtomatski

Audi,A4 1.9 TDI,2007,310000,diesel,ročni

Audi,A4 Avant quattro 2.0 TDi S tronic -...,2016,157443,diesel,avtomatski

Audi,A3 ,2008,93000,diesel,ročni

Audi,A3 1.9 TDI Ambition Avt.klima PRIKL...,1999,334086,diesel,ročni

Audi,S5 Coupe  quattro 4.2 Tiptronic,2009,260000,bencinski,avtomatski

Audi,A6 Avant 2.0 TDIe DPF ,2009,268000,diesel,ročni

Audi,A4 Avant 2.0 TDI 177KM S-line Quatt...,2014,208000,diesel,avtomatski

Audi,A6 Avant 2.0 TDI ultra Business S t...,2015,232000,diesel,avtomatski

Audi,A4 2.0 TDI DPF Business Edition,2011,246460,diesel,ročni

Audi,A6 Avant 2.7 V6 TDI,2005,290000,diesel,ročni

Audi,A6 Avant quattro 3.0 V6 TDI FINANCI...,2009,390000,diesel,avtomatski

Audi,Q7 quattro 3.0 V6 TDI Tiptronic,2007,370000,diesel,avtomatski

Audi,A6 2.0 TDI DPF,2008,239000,diesel,ročni

Audi,A6 Avant 2.0 TDI ultra S-tronic,2014,138000,diesel,avtomatski

Audi,A4 Avant quattro 2.0 Tdi Slo,2008,321300,diesel,ročni

Audi,A6 Avant 3.0 TDI quattro Tiptronic,2012,215000,diesel,avtomatski

Audi,A6 Avant 2.0 TDI ultra,2014,174000,diesel,ročni

Audi,A6 Avant quattro 3.0 V6 TDI DPF Tip...,2006,370000,diesel,avtomatski

Audi,A4 1.9 TDI -85 KW-TEMPOMAT-PDC-ODLI...,2007,326970,diesel,ročni

Audi,A3 Sportback,2008,174000,diesel,ročni

Audi,A6 quattro 2.5 V6 TDI,2001,411350,diesel,ročni

Audi,A4 Avant 2.0 TDI ultra Design,2015,149780,diesel,ročni

Audi,A6 Allroad Allroad 3.0 TDI quattro ...,2015,196000,diesel,avtomatski

Audi,A4 Avant 2.0 TDI S-Line,2010,310000,diesel,ročni

Audi,A6 Avant 3.0 TDI clean diesel quatt...,2015,91700,diesel,avtomatski

Audi,A6 2.0 TDI-BI-XENON-LED-USNJE-NAVI-...,2013,249000,diesel,avtomatski

Audi,A5 Cabrio 2.0 TDI S-LINE PLUS,2013,171000,diesel,ročni

Audi,Q5 quattro 40 TDI Sport S-Line AirS...,2019,7000,diesel,avtomatski

Audi,A4 2.0TDI-190KM-2X-S-LINE-360-KAMER...,2016,97541,diesel,avtomatski

Audi,A4 Avant 2.0 TDI Business Sport,2012,189467,diesel,ročni

Audi,A3 ,2001,313300,bencinski,ročni

Audi,A4 Avant 2.0 TDI Design S tronic,2017,132000,diesel,avtomatski

Audi,A3 ,2003,356000,bencinski,ročni

Audi,A6 2.5 V6 TDI,2000,340000,diesel,ročni

Audi,A4 1.9 TDI,1997,,diesel,ročni

Audi,A4 Avant 2.0 TDI,2006,240000,diesel,ročni

Audi,A4 Avant 2.0 TDI DPF,2009,202000,diesel,ročni

Audi,A4 2.0 TDI Business,2012,250000,diesel,ročni

Audi,A4 Avant 2.0 TDI DPF+SERVISIRAN+NAK...,2009,235000,diesel,ročni

Audi,A6 Avant 2.0 TDI ultra PERLA bela L...,2017,149675,diesel,avtomatski

Audi,A6 Avant quattro 3.0  TDI Tiptronic,2005,330000,diesel,avtomatski

Audi,A4 Avant quattro 2.0 TDI DPF S line,2008,300500,diesel,ročni

Audi,A3 quattro 2.0 TDI S-Line ALU 19+XE...,2014,140000,diesel,ročni

Audi,A3 Sportback 2.0 TDI-LED-BIXENON-NA...,2015,157000,diesel,ročni

Audi,A4 2.0 TDI LED-BIXENON-NAVI-ODLIÈEN...,2015,168000,diesel,ročni

Audi,A6 Avant 2.0 TDI ultra S tronic,2015,218000,diesel,avtomatski

Audi,A5 Sportback 2.0 TDI Business,2012,263000,diesel,ročni

Audi,A6 Avant 2.0 TDI ultra Business S t...,2015,162286,diesel,avtomatski

Audi,A4 Avant 1.9 TDI + ZIMSKE GUME 6 mm...,2002,424000,diesel,ročni

Audi,A6 Avant 2.0 TDI ultra S-tronic+ACC...,2014,120500,diesel,avtomatski

Audi,A3 ,2000,220000,bencinski,ročni

Audi,A3 Sportback 2.0TDI-S TRONIC-NAVI-A...,2011,219000,diesel,avtomatski

Audi,A3 1.6,2000,220000,bencinski,ročni

Audi,A4 2.0 TDI-XENON-PDC-TEMPOMAT-ALU-N...,2012,193000,diesel,ročni

Audi,A8 quattro 4.2 V8 Tiptronic S line,2004,340000,bencinski,avtomatski

Audi,A6 Avant 2.0 TDI ultra Business S-t...,2014,198856,diesel,avtomatski

Audi,A4 Allroad quattro 2.0 TDI,2013,124000,diesel,avtomatski

Audi,A4 Avant 1.9 TDI-NOVE GUME-KREDIT B...,2003,246000,diesel,ročni

Audi,A4 1.9 TDI BREZ POLOGA,2002,370000,diesel,ročni

Audi,A6 quattro 3.0 V6 TDI DPF Tiptronic...,2009,276100,diesel,avtomatski

Audi,TT Coupe  3.2 V6 quattro,2007,190000,bencinski,ročni

Audi,A6 Avant quattro 3.0 V6 TDI DPF Tip...,2006,330000,diesel,avtomatski

Audi,A6 Avant 2.0 TDI ultra Business S-t...,2014,198000,diesel,avtomatski

Audi,A6 2.4 V6 ODLIÈEN,2006,371000,bencinski,ročni

Audi,A1 1.4 TFSI Attraction,2011,135200,bencinski,ročni

Audi,A4 ¤ 2.0 TDI ¤ 3x S LINE ¤ MATRIX ¤...,2016,85000,diesel,avtomatski

Audi,A4 Avant 2.0 TDI Sport S tronic,2017,114792,diesel,avtomatski

Audi,A8 50 TDI-Q-PANORAMA-4X-HLAJ-SED-LA...,2018,37521,diesel,avtomatski

Audi,A3 Sportback quattro 2.0 TDI S-tron...,2013,155000,diesel,avtomatski

Audi,A4 Avant 2.0 TDI DPF Multitronic,2011,235000,diesel,avtomatski

Audi,A3 2.0 TDI Sport S tronic BANG OLUF...,2017,122901,diesel,avtomatski

Audi,A4 Avant 2.0 TDI ultra LED Navi Vir...,2016,158570,diesel,ročni

Audi,A6 Avant 2.0 TDI ultra quattro S tr...,2016,142000,diesel,avtomatski

Audi,Q5 quattro 2.0 TDI DPF Business,2010,210000,diesel,avtomatski

Audi,A4 Avant 2.0 TDI,2013,181800,diesel,avtomatski

Audi,Q3 35 TFSI Advanced ,2019,9500,bencinski,ročni

Audi,Q3 quattro 2.0 TDI S-tronic LED NAV...,2013,154702,diesel,avtomatski

Audi,A4 Avant quattro 2.0 TDI Sport S-li...,2016,129124,diesel,avtomatski

Audi,A6 Avant 2.0 TDI ultra S tronic,2015,99044,diesel,avtomatski

Audi,A6 2.5,2003,377000,diesel,ročni

Audi,Q7 quattro 3.0 TDI Tiptronic-S line...,2010,226300,diesel,avtomatski

Audi,A6 1.9 TDI,2001,334000,diesel,ročni

Audi,A6 Avant 3.0 TDI quattro Business S...,2012,218000,diesel,avtomatski

Audi,A4 Avant 1.9 TDI-Navigacija audi pl...,2004,345000,diesel,ročni

Audi,A4 Avant 2.0 TDI Sport S tronic,2017,83517,diesel,avtomatski

Audi,A4 Avant 2.0 TDI S tronic LED+ALU+P...,2016,169000,diesel,avtomatski

Audi,A3 Sportback,2004,,diesel,ročni

Audi,A3 1.6 Attraction,2004,205000,bencinski,ročni

Audi,A4 Avant 2.0 TDI Business Sport  od...,2013,216149,diesel,avtomatski

